category,subdomain,type_hint,growth,posting_trend,posting_volume,openings_ratio,skills_gap,durability,automation_resilience,cross_sector_use,skill,demand,scarcity,future_proof
Architecture,Architecture Strategy,hard,57.60724968759654,53.53584885842554,65.92289255180586,67.69658192089355,88.66386250650359,67.22159075144265,60.567357740825045,93.34958070276716,Data visualization,57.6,74.0,70.1
Architecture,Architecture Strategy,soft,52.52006739482542,71.54303721698504,55.014301521808655,86.58502750856081,68.50952924848372,87.26533522546012,53.79898428324836,82.66008752275081,Communication,58.6,81.2,74.6
Architecture,Architecture Strategy,soft,76.73021397667664,65.82601367690573,80.96954185043222,87.38971910270001,45.95286902700953,64.17766678784932,63.74500180262067,60.115205609250374,Problem solving,74.1,75.0,63.2
Architecture,Architecture Strategy,soft,48.19758767990795,55.72945142551215,46.82678585228115,80.78281606551073,63.296942547485344,55.536428614740515,61.872475736914346,72.96431267924679,Leadership,50.3,75.5,61.2
Architecture,Architecture Strategy,hard,64.23772020149084,49.413339013023474,39.309100231042585,45.55152196358214,91.5906540375269,86.77183515422581,49.36653303250015,85.13992420773602,Project management,56.1,59.4,73.4
Architecture,Architecture Strategy,hard,96.95148601507316,71.56459020680285,41.528149237531906,69.93269232506586,62.58049831832837,59.30062203414687,73.23973522137312,50.40680449162035,Figma,81.0,67.7,62.4
Architecture,Architecture Strategy,hard,93.73650196061496,76.0923774243481,72.6646561682325,92.69769057827249,73.93539813434231,62.31919063628147,57.79140102910645,56.79397075343851,AutoCAD,85.3,87.1,59.6
Architecture,Architecture Strategy,soft,46.46643121794262,83.36855869095993,85.37471911838824,60.11208335133103,49.65820615012326,81.26694354971038,88.9776658607374,95.40851544903173,Negotiation,63.4,57.0,86.8
Architecture,Architecture Strategy,soft,53.928335237617674,83.93855101060709,84.82363386914838,82.8584814031165,56.98701983487255,59.04259913949628,87.9169914314511,65.68762512714467,Customer empathy,67.6,75.1,70.5
Architecture,Architecture Strategy,hard,64.53186366875593,70.8635155223601,57.15656139157147,87.4010326335657,52.44774463028869,52.02139633338576,74.47721223343015,80.78234549710749,Quality assurance,65.3,76.9,65.6
Architecture,Architecture Operations,hard,88.44591777767258,79.51214240923859,89.31174682850256,93.191612199236,65.70775149758876,74.47697513406912,53.189088313079935,64.67903799957507,Python,85.9,84.9,65.1
Architecture,Architecture Operations,hard,75.79915329221032,44.49303388555131,76.2790399316695,53.345542014042366,63.04579544895368,97.5208253016166,49.662380240187,51.95721143247785,SQL,66.5,56.3,71.7
Architecture,Architecture Operations,hard,68.29363940215315,50.68559721278707,78.37701784334604,45.1429183232269,83.7228013855107,91.91106250020384,85.91980164190448,70.8467720897119,Data visualization,64.5,56.7,85.6
Architecture,Architecture Operations,soft,60.0126076103426,77.05100449246692,65.87731691186616,66.48161184356971,57.61076643512638,71.49597717397734,79.6374167033465,90.47752514211696,Communication,66.0,63.8,78.1
Architecture,Architecture Operations,soft,92.9119662822175,49.21002654145712,52.74441927858898,67.60093598822006,69.29541715319154,67.05702210074844,55.16162500068221,54.16704979235948,Problem solving,73.8,68.1,60.3
Architecture,Architecture Operations,soft,62.155817250827965,65.78659921876343,93.27774936021656,91.34403521501936,85.0017570855242,97.74408793201285,95.01453247421918,80.37359313659738,Leadership,67.9,89.4,93.3
Architecture,Architecture Operations,hard,87.99085038836178,43.3604731595146,75.58676808992405,76.06658146962704,55.44601206020422,77.98514526811222,94.54613160468048,73.55587962395234,Project management,72.7,69.9,82.9
Architecture,Architecture Operations,hard,79.30996182749543,56.761464599182496,55.604527382733245,90.14030996949286,41.44776728825069,59.25338542388141,80.2915514295194,71.91990432796331,Figma,69.0,75.5,69.2
Architecture,Architecture Operations,hard,49.51594856967521,76.9870004089773,57.32059265146131,74.61917730496877,61.65159835457848,75.96894506940006,74.37038015537806,69.42081294799581,AutoCAD,58.9,70.7,74.1
Architecture,Architecture Operations,soft,51.055440254837,50.108092652542126,88.39960226542668,72.95380677463237,45.838133331429056,92.24650826326553,58.18145744340909,54.653271363597085,Negotiation,56.4,64.8,72.8
Architecture,Architecture Operations,soft,73.13112558068826,54.08636075041807,64.3566342712895,73.25508375738488,51.7808282982095,78.06264531716309,50.87692575343331,75.14603475893588,Customer empathy,66.1,66.8,68.0
Architecture,Architecture Operations,hard,76.18816176834463,44.4928030348276,59.48157743192911,48.74712895465685,62.855423681309944,92.31036985407322,73.62926651817718,85.01565497434791,Quality assurance,64.2,53.0,84.3
Construction,Construction Core,hard,85.1157274935301,46.418351017604046,94.4394531668928,81.80156807804828,45.30884683072081,90.68032567659094,65.38206291424919,58.39150411211008,Python,74.9,70.9,75.4
Construction,Construction Core,hard,95.88176484523122,71.52987070833203,81.49880011071932,51.97692052305918,80.36052373183382,52.8201723904421,57.31891285222433,68.24499850008763,SQL,86.4,60.5,57.5
Construction,Construction Core,hard,45.8040687456902,73.28122858341948,47.78802221702293,60.29642960539027,76.78617628701733,70.87279589115246,91.20862690032033,80.43734565706815,Data visualization,54.3,65.2,79.9
Construction,Construction Core,soft,91.22262783113688,71.52571867722133,90.05029338369252,89.40949849849744,48.736263864361376,86.52627256685665,62.7525580362507,87.41729832490897,Communication,85.1,77.2,78.4
Construction,Construction Core,soft,81.06754252774485,86.23530648883047,42.363338875457615,64.02373714873363,78.33696689668936,96.45346112170093,82.53250915875567,52.13168496646515,Problem solving,76.8,68.3,82.7
Construction,Construction Core,soft,77.00111418018082,45.58013620914112,67.92998045415972,85.95407192972044,45.874406798002234,95.34249072969862,80.11132762288591,62.47551711919424,Leadership,66.2,73.9,83.4
Construction,Construction Core,hard,55.23684280200432,65.01900763207567,85.2897453257732,74.65002233858253,45.90596095577811,51.02687787200764,50.74169415112772,89.23394530760251,Project management,62.7,66.0,58.6
Construction,Construction Core,hard,54.81924629928898,71.03778812394717,52.40209961253911,80.04532175621276,59.80269100876711,57.06783684959602,90.52097285549104,76.38324841757225,Figma,59.3,74.0,72.6
Construction,Construction Core,hard,81.54455129322793,85.25862859970324,91.92598839584994,45.70383548187215,57.80313712144802,57.39573530756939,71.09229303275355,92.77988064699164,AutoCAD,84.2,49.3,69.3
Construction,Construction Core,soft,87.42408000207975,41.98569676412505,45.937111208031034,86.73319885789611,75.33463671206108,69.23566618043914,69.7393633597458,57.7558933045941,Negotiation,67.6,83.3,67.1
Construction,Construction Core,soft,89.79092608969746,62.03130081918616,87.38122550752047,76.15312405203927,43.945945253733456,66.13434544864828,56.24834647912802,93.80524074595516,Customer empathy,81.1,66.5,68.2
Construction,Construction Core,hard,76.22883609015355,42.44473603246576,45.18366850279861,63.410241150032945,64.3235110434234,78.27508000248568,65.1698276456106,67.33043327483259,Quality assurance,61.4,63.7,71.5
Construction,Construction Strategy,hard,45.31736817793379,72.43305184746171,55.02676646111176,46.046122340006654,63.8892008480914,98.3334878148479,47.359837538044715,57.145604816237025,Python,54.9,51.4,72.3
Construction,Construction Strategy,hard,80.56162528405713,55.26934496706832,51.40028390146029,70.50008815198642,53.62751616951341,77.87908090727635,72.46372194878327,96.89106707137556,SQL,68.6,65.4,79.8
Construction,Construction Strategy,hard,97.5856743903927,41.91024854215291,68.63770614682417,84.31655112548063,85.36390050024306,87.94062320058306,77.92129452326922,81.0965412024456,Data visualization,76.5,84.6,83.1
Construction,Construction Strategy,soft,64.23425334670262,55.76867941327659,82.71891783388159,89.51348920637167,88.8094729135891,83.38535635567828,60.80778677816523,87.40327515254555,Communication,64.5,89.3,76.3
Construction,Construction Strategy,soft,84.19520134643182,68.49879431560176,73.11257283920177,62.87191991147366,68.63848937463682,69.89215991934356,48.14334926470893,66.52359981027172,Problem solving,77.8,64.6,61.6
Construction,Construction Strategy,soft,62.12959928686997,95.35156300532564,63.88797246086594,63.731558431716365,52.65794400929901,61.50591900821793,63.16027149440432,56.64538362669008,Leadership,72.4,60.4,61.1
Construction,Construction Strategy,hard,45.38332217264596,88.77467886804178,62.18761328085431,67.72143268734055,69.57379934312465,64.81809942084934,53.783799696812245,53.249938629917274,Project management,60.9,68.3,58.6
Construction,Construction Strategy,hard,60.978942320884954,57.27579896240375,78.59929482872721,73.11479308159531,88.7463391588816,66.68289244623129,92.9036704442824,78.58387264843383,Figma,62.5,77.8,78.2
Construction,Construction Strategy,hard,49.24169733375993,50.00963092623118,69.82883066840012,95.3605742891244,58.56278814724737,87.94750247019334,67.27002541350318,92.54706022274294,AutoCAD,52.6,84.3,81.6
Construction,Construction Strategy,soft,48.59059432480571,67.13288541047578,88.94634195055053,59.06947345870961,53.39204043460797,51.13052812342415,53.55738628339299,63.13450083589683,Negotiation,60.2,57.4,54.4
Construction,Construction Strategy,soft,82.33294191258753,52.2255977591193,58.97441451903525,55.21773413967184,71.35091586930334,92.33951917733172,78.70088563246753,59.63883598778431,Customer empathy,69.8,60.1,81.0
Construction,Construction Strategy,hard,83.89613590397255,93.93584900516868,71.06130110409904,49.044728329373015,82.09244911708694,92.90028627364794,62.74033806762654,56.69660479014705,Quality assurance,85.0,59.0,75.1
Construction,Construction Operations,hard,54.973378184017015,70.06860861166709,87.52652705386592,77.63450450798652,87.99016494627168,60.39909034785512,61.99100706817308,86.716895426267,Python,64.4,80.7,66.2
Construction,Construction Operations,hard,79.39345555585012,62.69779946020287,75.73781824128986,62.22651553824355,42.98729903170358,70.29932186020048,47.364136640238,80.68925074507894,SQL,73.8,56.5,64.3
Construction,Construction Operations,hard,62.72954396997336,67.68415539948788,70.87081301192524,58.10788605326556,64.09566123345746,50.666403623382045,93.1150272226212,77.64282589443422,Data visualization,65.4,59.9,70.9
Construction,Construction Operations,soft,97.3388089955758,43.136982852574874,71.83805527246471,81.93087678090492,57.11663800587721,54.57898659938176,53.12195797968705,56.99024414974916,Communication,77.3,74.5,54.6
Construction,Construction Operations,soft,85.6609784256828,45.03260824113567,83.8410370178789,66.58480421863129,68.01036738878341,78.83596185168963,73.85972806794429,82.21060834890788,Problem solving,73.2,67.0,77.8
Construction,Construction Operations,soft,76.88316417093293,58.5270045763267,79.46498272657817,58.14937673871337,76.99427447343746,87.4021181058141,85.3515679065878,65.1533851767361,Leadership,71.8,63.8,82.2
Construction,Construction Operations,hard,85.9481154689426,94.7335510816908,62.18966032235325,59.191401872255646,67.21276092187298,96.10606083588668,51.85696084165277,50.44297507664913,Project management,85.0,61.6,71.5
Construction,Construction Operations,hard,70.21546986914358,76.70022074367884,81.44983320393672,63.48743910849281,91.4553082637721,61.180214782367365,84.34258940005624,54.4056998931659,Figma,73.8,71.9,67.9
Construction,Construction Operations,hard,46.48141599525052,47.512012771103194,38.60997730937821,70.59439803251527,68.87288621383381,58.90915041190789,93.86686467763678,67.91485904263133,AutoCAD,45.6,70.1,72.9
Construction,Construction Operations,soft,52.91371428855841,49.936036354055794,79.26481225595667,91.994288300975,48.42815774293167,51.423105494607825,85.46147412732917,61.886688326569605,Negotiation,56.0,78.9,65.4
Construction,Construction Operations,soft,97.06355164625678,67.94049480509443,73.16753562347,62.555622614566374,81.62778687648064,72.5448487281243,61.83925140701616,94.27153204602855,Customer empathy,84.7,68.3,73.1
Construction,Construction Operations,hard,50.71362610147515,81.06959611821505,38.92633459273803,77.91844943610181,60.89639475240584,92.3388977585996,48.11924743549578,77.64585338848535,Quality assurance,58.1,72.8,73.9
Manufacturing,Manufacturing Core,hard,66.72615166062187,91.4712612407784,91.69704004692191,76.98326069770025,51.652304720854346,62.344509691130334,58.64068157137736,71.25592978186629,Python,77.9,69.4,62.8
Manufacturing,Manufacturing Core,hard,57.26317532195245,51.3794949819039,80.55004526329476,77.7781972006915,55.51993734933326,98.7212671669682,56.263683162852594,77.90664002858583,SQL,59.0,71.1,79.7
Manufacturing,Manufacturing Core,hard,53.30634999499227,88.33191684110234,87.15587292724919,58.63108530392904,79.08005552812877,90.31865910965314,59.69342911689365,66.24488224977753,Data visualization,68.9,64.8,74.8
Manufacturing,Manufacturing Core,soft,70.73422464893264,89.89429627347768,44.695862525597896,79.82144154699913,71.07478843446884,72.19934469007934,75.1196599208612,93.26004377995808,Communication,72.6,77.2,77.4
Manufacturing,Manufacturing Core,soft,56.120364502976685,89.47985775164075,56.62186177649613,84.77055824153834,84.89409925663446,58.93256368715776,89.92627986721348,98.74633361305104,Problem solving,66.2,84.8,77.7
Manufacturing,Manufacturing Core,soft,60.772944460162286,41.36774984807629,41.69351033207533,94.69115829875716,40.49013333719955,94.66874772185622,52.84173061055497,86.06478365683677,Leadership,52.1,78.4,78.3
Manufacturing,Manufacturing Core,hard,50.170064857744535,49.44955517359697,75.96617373697786,49.60180098656028,57.65606809699841,95.0066458478734,82.25054479112555,93.21561466490984,Project management,53.8,52.0,90.2
Manufacturing,Manufacturing Core,hard,96.92145026053294,41.84324253183112,49.07668539943306,85.3976795747476,75.85182518361884,51.855826330235274,71.24861224703005,61.34980838870769,Figma,73.2,82.5,60.5
Manufacturing,Manufacturing Core,hard,67.81630247843613,45.87262762186112,36.19610654487549,95.52975391294343,56.457499499298265,93.05003434722904,51.26410807499756,73.88039906739301,AutoCAD,56.5,83.8,74.6
Manufacturing,Manufacturing Core,soft,52.197946144990865,63.9945878993269,45.738871644696125,79.95491733821011,47.692664183128386,86.17235153712721,71.03789725643571,55.50579319124412,Negotiation,54.8,70.3,74.7
Manufacturing,Manufacturing Core,soft,63.73935284836134,67.79092518691279,90.12147579073648,62.82152097295988,51.18714317951493,97.40753144496225,90.92403235767723,85.83851924946177,Customer empathy,68.9,59.3,92.8
Manufacturing,Manufacturing Core,hard,59.467561433388894,49.92430091538726,50.87889698252252,48.51496185572903,42.24601967793125,74.92881349731223,66.22236538719369,77.2743702131842,Quality assurance,55.3,46.6,72.4
Manufacturing,Manufacturing Strategy,hard,64.21832285942153,40.59304733753106,76.28866361442554,78.30883841321429,68.28641821944038,76.89169183527592,80.89497769876868,98.13570889587513,Python,58.9,75.3,82.5
Manufacturing,Manufacturing Strategy,hard,91.3259087167628,80.1945478248677,58.95698864249665,61.23152842774864,61.79575493868241,97.67388142951266,65.12803664482992,68.88532596232221,SQL,83.1,61.4,80.5
Manufacturing,Manufacturing Strategy,hard,66.72854025363146,48.010889666478676,94.90129812135396,45.267799460840706,71.60715647082533,95.38789154919596,58.24259781890058,79.93447847492882,Data visualization,65.3,53.2,79.3
Manufacturing,Manufacturing Strategy,soft,64.9793132806096,53.48267166488707,46.90524026606689,50.92443503012859,83.8389808556683,88.41440032906074,92.24308667520708,52.425991348066546,Communication,58.8,60.8,82.6
Manufacturing,Manufacturing Strategy,soft,81.79203641862813,58.16488074028234,73.77341156114329,72.99636066011087,56.41204207901424,97.60904036691512,45.048478935811275,86.56411652802733,Problem solving,73.5,68.0,77.0
Manufacturing,Manufacturing Strategy,soft,90.23405577199316,68.56723775842823,70.53763354398903,95.73218443523744,52.19059666171314,80.84616371823206,83.6519001216487,68.56294799152725,Leadership,80.8,82.7,79.4
Manufacturing,Manufacturing Strategy,hard,82.74516625999101,62.037336399049835,66.57554221141764,76.25350217997766,75.2145450633937,65.7846979687196,77.7028312493897,76.6103139486006,Project management,74.1,75.9,72.1
Manufacturing,Manufacturing Strategy,hard,56.83298730082228,74.30098899350888,50.89582931799196,91.34609934607242,64.61037812084481,85.35650590837824,72.1462515790279,73.35429239991731,Figma,61.2,83.3,78.3
Manufacturing,Manufacturing Strategy,hard,56.724872924154965,47.9570158398718,90.63972179170992,71.96623544073742,67.24444871136363,75.84623816078536,87.29435663686078,61.69346808649927,AutoCAD,59.2,70.5,77.0
Manufacturing,Manufacturing Strategy,soft,54.13466796338728,86.02556053594999,62.61792623000453,77.66681935128133,83.02707720176397,93.80720359796632,90.12460335603964,52.11969853025815,Negotiation,65.0,79.3,84.2
Manufacturing,Manufacturing Strategy,soft,65.20689071844096,86.59877008469705,84.0662406808413,51.27473455601432,47.99990913671502,62.322608399258534,50.345753393830826,67.4756842440904,Customer empathy,74.5,50.3,59.2
Manufacturing,Manufacturing Strategy,hard,87.57029159141365,69.19575262765912,62.16830372612383,49.48801375944685,60.56850933362546,98.85113613951108,81.14081559936344,72.01641462070596,Quality assurance,78.2,52.8,87.3
Manufacturing,Manufacturing Operations,hard,70.35201909933974,84.70377065072023,80.52816876054005,52.643906573220306,75.36935686161493,67.97934604398934,72.07607521365408,61.643834557492504,Python,76.2,59.5,68.1
Manufacturing,Manufacturing Operations,hard,64.65101080193722,59.045297301465155,57.86799203732588,45.906103390203576,50.44434851439305,77.95694874021181,48.002202590635065,58.74304338559844,SQL,62.0,47.3,63.6
Manufacturing,Manufacturing Operations,hard,83.06356789817652,55.377342904715235,54.4408343384957,57.33341135483685,83.37534966155533,54.47510663221524,78.07943342370052,92.0856573458978,Data visualization,70.5,65.1,70.3
Manufacturing,Manufacturing Operations,soft,55.689195877313054,63.696156901632186,82.53878919353463,76.5109349923867,59.324184535943246,52.15110673869254,68.01156046642194,67.9915468025645,Communication,62.1,71.4,60.9
Manufacturing,Manufacturing Operations,soft,82.76442921097632,56.53381173542048,59.4754574139269,78.05748119934958,82.16297359282645,67.26527331540487,65.03857633608786,78.35634451615974,Problem solving,71.4,79.3,68.7
Manufacturing,Manufacturing Operations,soft,94.01530497359822,50.73015587591068,93.2825770311259,81.30669633739379,59.36250957321021,82.61446843261513,62.1314299756981,53.46821280507009,Leadership,80.9,74.7,69.6
Manufacturing,Manufacturing Operations,hard,85.07003445634592,61.24657289700616,66.54890391888269,70.32658640088935,86.86829287883384,87.0947876780485,46.330645304963355,79.04605197616655,Project management,75.1,75.3,71.2
Manufacturing,Manufacturing Operations,hard,69.5146883246162,65.8819765988955,85.37480463212147,66.15952862606527,64.62732560309787,93.62725293032577,67.87155753877725,74.07223726532443,Figma,70.8,65.7,80.7
Manufacturing,Manufacturing Operations,hard,72.12500810547472,86.18153554597951,75.22283117432102,82.7628567160106,60.88723430161623,51.98881045999487,80.35176100795735,77.13864696158045,AutoCAD,76.8,76.2,66.9
Manufacturing,Manufacturing Operations,soft,85.76910607916835,83.11318279619582,42.087151746475115,56.25613290252048,44.01111535499484,90.05651259987184,50.28873573125184,54.324262176152565,Negotiation,78.4,52.6,69.0
Manufacturing,Manufacturing Operations,soft,84.9255190598124,71.60717178463597,38.30028153538405,79.73010417216753,76.97510553487106,73.65678154145836,47.848472987261545,83.85972858703512,Customer empathy,73.9,78.9,66.7
Manufacturing,Manufacturing Operations,hard,67.14997203433273,72.70085197577112,94.88567549300924,86.65932185616244,85.34050065710292,57.130700340151314,62.38546691755221,75.39273764289365,Quality assurance,73.0,86.3,62.6
Energy,Energy Core,hard,45.319392277790165,95.36611722542014,51.48004361391547,58.37950237406298,56.27810820902631,62.49617118041054,89.66167246949945,77.22899258393306,Python,61.3,57.7,75.0
Energy,Energy Core,hard,72.08198945184994,63.532307491745954,38.06894435294576,60.52897489573542,85.07231092282959,89.29663080252033,89.54534393592985,62.59715211349279,SQL,64.4,67.9,84.0
Energy,Energy Core,hard,55.70638780283004,42.91800453976057,67.21093758296351,64.0641637187823,64.13967670596193,73.96036539065724,75.35634415855054,67.92067992383653,Data visualization,53.6,64.1,73.2
Energy,Energy Core,soft,87.47681929255295,51.21489847868764,90.16272218834634,73.36249533190247,42.660341217529,65.39906338912982,72.72010638950312,70.03750225618032,Communication,77.0,64.2,68.9
Energy,Energy Core,soft,74.94133294105154,58.11902244372368,51.41342456029011,85.60051147933662,55.15978314301826,84.81725067093126,86.72800444516488,79.01251479182834,Problem solving,66.4,76.5,84.3
Energy,Energy Core,soft,69.09468700377828,92.35210347739763,61.69285112791964,89.78114357861793,43.00125167792298,71.25231792068531,78.24222408586813,52.39919011080924,Leadership,75.0,75.7,69.9
Energy,Energy Core,hard,90.71941060302106,44.02797095179992,70.77707789710873,54.18844655695365,87.96471996237662,77.4919087001889,86.63629514377189,74.41263206168617,Project management,73.7,64.3,80.1
Energy,Energy Core,hard,80.71414623545793,77.79767490867886,52.693556905654994,55.76235155952613,83.59175333578636,57.14299963488979,92.72862038907658,60.13847223144297,Figma,75.6,64.1,70.2
Energy,Energy Core,hard,50.34570257872454,45.33317163058467,82.05515686789091,93.49441332791632,61.563939509064,82.285133949254,58.394671534917606,94.38803822307224,AutoCAD,53.6,83.9,76.3
Energy,Energy Core,soft,81.35337753223308,48.670865957571365,38.39988228255017,80.48108862938795,42.17134171968322,90.9702263539233,60.26902588773345,61.40071138636212,Negotiation,65.1,69.0,74.3
Energy,Energy Core,soft,75.84897388705518,57.84886008194642,68.63449099035157,52.85342820575757,87.4189929769789,65.89522564327571,88.74787493913003,57.44299305477942,Customer empathy,69.4,63.2,72.2
Energy,Energy Core,hard,87.36671599943398,94.88547817562323,58.49007083811189,46.68005945316253,59.758680612677026,81.39837827728657,56.61497722604202,76.74026217323114,Quality assurance,85.3,50.6,71.8
Energy,Energy Strategy,hard,49.960288573073385,66.00936121001553,78.69437002418171,66.92278353864151,75.30315522008712,55.60426598714149,88.08173294584802,55.98423438681078,Python,59.1,69.4,67.0
Energy,Energy Strategy,hard,93.9358097847936,95.78319958405962,91.36575766993715,71.84310939699152,55.119450222519234,67.04947901420911,84.01918080922832,74.33097119316649,SQL,94.1,66.8,74.4
Energy,Energy Strategy,hard,94.28091571768094,45.20752289316464,64.08458319902368,89.06360189952393,71.08440391990015,76.49510398548854,49.59856631211114,56.84568985590583,Data visualization,75.0,83.7,63.2
Energy,Energy Strategy,soft,59.372226183801985,90.01162101957385,85.72444956193621,56.586096454547146,88.07955527002315,51.58779173661335,76.13725385989744,97.40037482279772,Communication,72.5,66.0,69.3
Energy,Energy Strategy,soft,63.24782317356664,92.88645625504871,74.39191280306466,47.55284064092477,57.3230314419564,72.03155984409901,57.8646118725604,86.37525550155712,Problem solving,73.8,50.5,69.9
Energy,Energy Strategy,soft,54.47943913796064,84.11266552354009,52.89393803880057,48.54064838519417,69.07710480436015,54.68776417971408,73.68155859316558,88.61146716704343,Leadership,63.1,54.7,68.1
Energy,Energy Strategy,hard,76.56657436373048,65.83822365112846,37.023625689571304,71.18160270557674,45.05579290894033,81.69373784310223,51.86240584848041,78.32153162376821,Project management,67.4,63.3,70.6
Energy,Energy Strategy,hard,63.70216109633717,60.98391140063804,74.78868055384217,53.35810270407271,48.82427107142495,96.13573215463576,62.24480527831233,91.27250736648878,Figma,64.5,52.0,83.3
Energy,Energy Strategy,hard,91.29199560246798,66.893838293772,43.94222837445779,49.79467244024059,85.71120378683077,55.7364759035461,70.79869951355751,76.26334115498668,AutoCAD,76.9,60.6,65.1
Energy,Energy Strategy,soft,51.23187855024923,66.19757108222191,44.841605827975606,72.30884773392398,66.35272080692505,67.97806113600997,55.28108050481346,69.78220567263145,Negotiation,54.8,70.5,63.9
Energy,Energy Strategy,soft,55.78328959171505,47.11834796421616,49.39306336339452,89.44789056684465,66.09340873704562,93.63984230648524,45.78579215332302,96.222312320989,Customer empathy,52.2,82.4,77.4
Energy,Energy Strategy,hard,70.88525624542763,84.29872571884755,69.22469565761224,80.1369094098282,51.92162180338875,86.75205983514039,52.99016648334146,62.94453473321886,Quality assurance,74.7,71.7,70.2
Energy,Energy Operations,hard,46.63876247757784,62.02297886429368,66.08697464001722,59.88984665319624,86.30625583439405,54.13197565474036,75.08289014783826,61.46197643082159,Python,54.2,67.8,62.9
Energy,Energy Operations,hard,76.55058302784232,83.90471920911163,77.64740488788985,48.16906446136286,52.77901333420551,79.35971963053544,96.11349428519546,52.019907582775424,SQL,78.9,49.6,79.8
Energy,Energy Operations,hard,77.76715934992846,78.7429795994103,83.87874661547231,62.44566836419811,82.1486477812831,72.62770159543517,92.88398317624475,50.52752423701014,Data visualization,79.0,68.4,75.3
Energy,Energy Operations,soft,94.83633803847142,63.07030889428962,59.426295920717365,49.49046558305078,52.73157563581594,85.95398423119305,80.29790351309656,57.41048970137013,Communication,80.0,50.5,78.3
Energy,Energy Operations,soft,63.24892353876952,47.8607678667408,46.89203855018252,56.201795756726334,57.21514622008118,97.82290569154554,96.85927760711355,88.7878594633495,Problem solving,56.2,56.5,95.7
Energy,Energy Operations,soft,70.42554562538587,67.85038689845024,81.75561278909521,91.312907833762,79.07598033086978,81.18307244829415,55.35002432067072,80.63262504686342,Leadership,71.4,87.6,72.0
Energy,Energy Operations,hard,89.82343935502641,84.05055402991024,40.543187551623255,81.58965970232329,58.158373253825474,57.94913812997827,95.21898476491204,82.96320252740182,Project management,80.7,74.6,76.0
Energy,Energy Operations,hard,84.51454305872278,47.55671511978751,84.70574156657379,92.79377016016316,87.04878630298667,86.50317136080197,88.28774408252366,89.30625947061759,Figma,73.5,91.1,87.7
Energy,Energy Operations,hard,76.29022486307022,64.37797091607887,84.51042844642501,85.00594769282915,85.28285216296719,64.64959484080377,94.96874170651236,76.05189104456319,AutoCAD,73.9,85.1,77.5
Energy,Energy Operations,soft,95.1347647199297,46.486937968505835,93.10759862504388,85.16144669738667,53.10422947285467,91.08023887519738,57.06851601962383,59.70266460473583,Negotiation,80.2,75.5,72.9
Energy,Energy Operations,soft,69.26895466271867,53.25194836514687,64.55724086240104,91.3140640601212,75.63696564924615,84.80944012448143,65.38468160113612,88.40824158747431,Customer empathy,63.8,86.6,78.7
Energy,Energy Operations,hard,87.06327459378562,78.23994597299995,91.50246665298154,87.11423623062652,61.12453002707707,54.2678255676404,78.92875873253179,90.97660147993396,Quality assurance,85.1,79.3,70.2
Transportation,Transportation Core,hard,62.99834676946564,73.31250139051306,85.17784063216673,85.44042335855163,40.233758059326185,73.96359666129692,45.85038561710381,55.41926023387871,Python,69.4,71.9,60.4
Transportation,Transportation Core,hard,88.05668872740374,63.44480329010763,71.28542928373432,68.33168516633913,57.44169944793753,60.4691915293922,63.39313689232827,91.38233056538556,SQL,78.2,65.1,67.7
Transportation,Transportation Core,hard,77.82164549623545,56.35937657062784,40.27857482096298,58.821495835123415,76.46118773711385,71.65953392509208,79.37197029579599,89.54944536719319,Data visualization,65.8,64.1,77.9
Transportation,Transportation Core,soft,51.3976632763824,78.24526312291829,37.49130161508035,86.96974348070054,49.573514076045385,63.302549401673645,94.80076536422234,67.75630927982472,Communication,57.4,75.8,75.2
Transportation,Transportation Core,soft,56.88261924409969,89.83194361394423,71.61449680416024,90.5888600646378,60.50646665726269,74.48428093348573,94.70075402828184,74.8309391569082,Problem solving,69.0,81.6,81.6
Transportation,Transportation Core,soft,97.39319090656294,50.60906743986673,84.83761026036089,53.27290444774731,67.41405201309206,50.01727728412377,54.118027012009634,96.30524178629965,Leadership,81.5,57.5,60.7
Transportation,Transportation Core,hard,69.09224946766176,85.32610193491283,50.04872712638333,62.96750028795257,45.24717357154979,77.0811593010575,89.8371331927429,75.17947914182653,Project management,71.1,57.7,81.2
Transportation,Transportation Core,hard,64.96445397404382,92.00226195295426,88.62804915905352,78.98172035230255,43.94694565789642,80.57686708290467,68.09304822869528,96.93438368660122,Figma,76.6,68.5,79.5
Transportation,Transportation Core,hard,64.17653777586432,77.02519309312058,72.91544497891395,64.16902175418011,67.1534280333754,83.15099716130372,92.17368124454632,74.4077134592361,AutoCAD,69.3,65.1,84.6
Transportation,Transportation Core,soft,64.27729531119664,94.66711611306388,38.418772164829306,87.57550887235581,75.54374306046083,77.31324063600233,68.28214904799808,86.80262003922286,Negotiation,69.5,84.0,76.1
Transportation,Transportation Core,soft,92.22879310005484,80.81624235209988,79.98902818212366,46.79046732455183,56.91017348385245,56.7126383062187,94.55472773835882,93.67932889089992,Customer empathy,87.0,49.8,77.4
Transportation,Transportation Core,hard,52.65989214886694,72.90269144928492,69.60597001373446,47.38028993370371,60.395396180646856,86.62131444282088,78.35779445671767,63.76270424379021,Quality assurance,61.3,51.3,79.2
Transportation,Transportation Strategy,hard,85.40996630349859,56.30559256137224,67.65725688299727,66.45583579658472,90.863850274632,81.79114018478722,86.85499010533871,83.14836187163283,Python,74.0,73.8,83.8
